,Unnamed: 0,id,date,timepandemic,age,raceD,canada,provinceCA,sex,genderid,genderD,SexOrientationR,LGBTQ,LGBT_Subgroup,ARM_P,ARM_R,ARM_Total,WCC_P,WCC_SS,WCC_B,WCC_W,WCC_A,WCC_missing,Resilience_1,Resilience_2,Resilience_3,Resilience_4,Resilience_5,Resilience_6,Resilience_7,Resilience_8,Resilience_9,Resilience_10,Resilience_11,Resilience_12,Resilience_13,Resilience_14,Resilience_15,Resilience_16,Resilience_17,Coping_1,Coping_2,Coping_3,Coping_4,Coping_5,Coping_6,Coping_7,Coping_8,Coping_9,Coping_10,Coping_11,Coping_12,Coping_13,Coping_14,Coping_15,Coping_16,Coping_17,Coping_18,Coping_19,Coping_20,Coping_21,Coping_22,Coping_23,Coping_24,Coping_25,Coping_26,Coping_27,Coping_28,Coping_29,Coping_30,Coping_31,Coping_32,Coping_33,Coping_34,Coping_35,Coping_36,Coping_37,Coping_38,Coping_39,Coping_40,Coping_41,Coping_42
8257,8257,8261,3/19/2022 14:57:05,736,34,1,1,11,0,0,0,1,0,0,28,19,47, , , , , ,0,4,4,4,3,3,3,3,1,1,1,2,2,2,3,4,4,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
8258,8258,8262,3/19/2022 16:31:29,736,51,1,1,9,1,1,0,1,0,0,30,22,52, , , , , ,0,4,3,4,1,4,4,4,3,2,2,3,4,1,4,3,2,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
8259,8259,8263,3/19/2022 16:51:21,736,55,0,1,9,0,0,0, , ,0,39,31,70,24,8,3,8,14,1,4,5,4,4,4,5,4,5,3,4,4,3,4,4,5,4,4,1,1,1,1,2,3,1,1,2,1,1,3,1,1,2,1,1,2,1,1,1,1,2,1,2,1,1,1,1,2,3,3,1,1,1,1,1,1,1,1,1,1
8260,8260,8264,3/19/2022 19:06:14,736,36,1,1,11,0,0,0,1,0,0,35,20,55, , , , , ,0,2,4,4,3,3,2,3,2,4,4,3,4,2,4,4,4,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
8261,8261,8265,3/19/2022 20:48:22,736,59,1,1,11,1,1,0,1,0,0,36,22,58, , , , , ,0,4,5,4,2,3,4,4,3,3,2,3,3,3,4,4,4,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
8262,8262,8266,3/19/2022 22:48:15,736,59,1,1,2,1,1,0,1,0,0,46,30,76,49,24,3,24,10,1,4,5,5,5,5,3,5,4,5,2,5,5,5,5,5,5,3,4,3,4,1,4,4,1,1,4,4,1,1,4,1,1,1,4,3,1,1,4,4,4,4,1,3,4,4,1,4,4,4,1,3,4,4,4,1,1,1,1,1
8263,8263,8267,3/20/2022 0:40:08,737,23,1,1,2,1,1,0,1,0,0,38,34,72,20,11,6,9,16,1,4,3,5,5,4,5,3,5,3,3,5,5,4,4,5,4,5,1,1,4,3,1,1,2,1,2,2,1,1,2,1,3,1,1,1,1,2,1,1,1,3,1,1,1,1,1,3,1,1,1,1,1,1,1,1,2,2,2,2
8264,8264,8268,3/20/2022 1:18:19,737, , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
8265,8265,8269,3/20/2022 3:03:09,737,21,1,1,2,1,1,0,1,0,0, , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
8266,8266,8270,3/20/2022 4:06:07,737, , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
8267,8267,8271,3/20/2022 10:20:18,737,30,1,1,11,0,0,0,1,0,0,10,19,29, , , , , ,0,1,1,1,1,1,5,1,1,1,1,5,1,1,1,5,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
8268,8268,8272,3/20/2022 11:35:04,737,53,1,1,9,1,1,0,1,0,0,41,35,76,39,26,4,16,12,1,5,5,5,5,5,5,5,5,5,4,5,5,1,3,5,3,5,4,1,4,2,4,2,1,1,4,4,1,2,4,1,1,1,4,2,1,1,3,2,3,2,1,1,2,3,2,4,3,2,4,4,4,4,2,2,1,1,1,1
8269,8269,8273,3/20/2022 17:34:19,737,53,1,1,11, , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
8270,8270,8274,3/20/2022 18:27:27,737,29,1,1,11,1,1,0,1,0,0,35,28,63,20,12,4,10,13,1,3,3,4,5,4,4,5,4,5,2,3,3,4,3,5,3,3,1,1,2,2,1,2,1,1,1,2,1,2,1,1,2,1,2,2,1,1,1,1,2,2,1,2,1,1,1,1,1,4,1,2,2,1,1,1,2,1,1,1
8271,8271,8275,3/20/2022 20:47:03,737, , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
8272,8272,8276,3/20/2022 22:34:29,737,50,1,1,11,1,1,0,2,0,0,24,29,53,22,7,5,25,21,1,4,3,3,4,4,4,2,4,2,1,4,3,1,1,5,4,4,1,1,1,2,1,1,1,1,1,1,4,1,1,2,3,1,3,2,1,1,1,4,1,2,4,4,4,4,1,1,1,1,1,1,1,4,4,1,4,3,1,2
8273,8273,8277,3/20/2022 23:01:57,737, , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
8274,8274,8278,3/21/2022 6:18:24,738,63,1,1,2,1,1,0,1,0,0,36,14,50,32,19,3,16,16,1,3,4,4,1,1,5,3,1,4,2,1,5,4,4,1,3,4,4,2,3,1,1,4,2,1,2,2,1,2,3,1,2,1,3,1,1,1,2,3,3,2,2,1,3,3,3,1,2,2,3,3,3,2,2,1,2,1,2,2
8275,8275,8279,3/21/2022 7:14:08,738,40,1,1,11,1,1,0,1,0,0,31,23,54,19,11,4,12,16,1,4,4,4,4,3,4,3,2,3,2,3,1,3,4,4,3,3,1,1,1,2,1,4,1,1,1,2,2,1,1,1,4,1,3,1,1,1,2,1,1,1,1,2,1,1,1,1,1,3,2,2,1,1,1,1,1,1,2,3
8276,8276,8280,3/21/2022 10:44:25,738,33,1,1,11,1,1,0,1,0,0,36,23,59, , , , , ,0,4,5,5,2,3,4,4,3,1,2,3,3,4,4,4,4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
8277,8277,8281,3/21/2022 11:01:01,738,69,1,1,11,1,1,0,1,0,0,47,34,81, , ,3, , ,0,5,4,5,5,5,5,5,4,4,4,5,5,5,5,5,5,5,3,1,1,1,1,4,1,1,1,3,1,1,2,1,1,1,1,1,1,1,2,1,2,3,1, , , , , , , , , , , , , , , , , 
8278,8278,8282,3/21/2022 14:17:01,738,85,1,1,11,1,1,0,1,0,0,40,30,70,25,11,4,14,12,1,4,3,4,5,4,5,4,3,4,4,4,4,4,4,5,5,4,1,2,2,2,2,2,3,1,2,2,1,1,2,1,2,1,2,2,1,1,1,1,2,2,1,1,2,2,2,1,2,2,1,2,1,2,2,1,2,1,1,1
8279,8279,8283,3/21/2022 15:01:03,738,26,1,1,11,0,0,0,7,1,2,34,22,56,27,14,5,14,13,1,3,4,3,4,2,4,4,3,4,3,3,4,3,3,3,3,3,2,4,3,3,3,3,1,1,2,3,2,2,2,1,2,1,3,3,1,1,3,1,2,2,2,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1
8280,8280,8284,3/21/2022 20:27:23,738,24,1,1,7,1,1,0,4,1,3,27,26,53,29,23,6,30,24,1,3,2,2,4,3,3,2,4,3,1,4,3,3,4,4,4,4,1,3,4,4,2,2,4,4,2,4,4,1,3,1,1,1,4,2,1,1,2,3,2,2,1,4,3,3,2,3,2,1,4,4,3,4,4,1,3,4,4,4
8281,8281,8285,3/21/2022 20:30:07,738,33,1,1,11, , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
8282,8282,8286,3/21/2022 21:45:33,738,63,1,1,12,1,1,0,1,0,0,39,30,69, , , , , ,0,4,5,5,3,3,5,5,5,3,3,5,3,4,4,4,3,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
8283,8283,8287,3/21/2022 22:32:19,738,40,0,1,9,0,0,0,1,0,0, , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
8284,8284,8288,3/22/2022 0:13:41,739, , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
8285,8285,8289,3/22/2022 0:19:03,739,36,1,1,11,1,3,1,1,1,1,38,25,63, , , , , ,0,4,4,4,2,2,5,3,4,4,4,4,4,4,3,4,4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
8286,8286,8290,3/22/2022 2:19:11,739,68,1,1,11,1,1,0,1,0,0,28,19,47,18,7,3,9,10,1,2,2,2,3,3,3,3,1,3,3,3,3,3,4,3,3,3,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1
8287,8287,8291,3/22/2022 7:03:26,739,68,1,1,11,1,1,0,1,0,0,39,33,72,40,14,4,13,10,1,4,3,3,5,5,5,4,4,4,4,5,5,4,4,5,4,4,3,3,2,2,3,4,1,1,4,3,1,1,1,1,1,3,1,3,1,1,3,1,3,3,1,1,3,2,3,3,2,3,1,1,1,2,3,1,1,1,1,1
8288,8288,8292,3/22/2022 12:43:11,739,73,1,1,11,0,0,0,7,1,2,33,24,57,26,15,5,10,16,1,4,4,4,3,4,4,4,2,2,3,3,3,3,3,4,3,4,1,1,3,3,1,3,1,1,1,3,1,1,3,1,1,1,1,1,1,1,3,1,3,1,3,1,3,3,1,1,3,3,1,1,1,1,3,3,1,1,2,2
8289,8289,8293,3/22/2022 13:26:50,739,22,1,1,9,1,1,0,4,1,3,40,30,70,35,26,10,26,23,1,4,3,4,4,4,5,4,5,5,3,4,5,5,5,3,2,5,3,4,4,4,2,3,4,4,2,4,1,2,2,4,1,2,4,2,1,2,3,2,4,3,1,4,3,2,4,2,2,3,4,4,3,3,4,4,2,3,2,3
8290,8290,8294,3/22/2022 14:07:09,739,84,1,1,2, , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
8291,8291,8295,3/22/2022 18:52:57,739,47,1,1,11,1,1,0,1,0,0,29,24,53, , , , , ,0,3,4,3,2,2,5,3,4,2,2,4,2,3,4,4,3,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
8292,8292,8296,3/22/2022 19:06:11,739, , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
8293,8293,8297,3/22/2022 19:48:11,739,66,1,1,11,0,0,0,1,0,0,37,33,70,33,14,3,9,14,1,5,4,3,5,5,5,3,4,3,3,5,3,4,4,5,5,4,3,1,2,1,2,3,1,1,2,2,1,1,3,1,2,1,1,2,1,1,2,1,1,3,1,1,3,2,1,3,3,2,2,2,3,1,2,1,2,1,3,1
8294,8294,8298,3/22/2022 19:57:56,739,25,1,1,2,1,3,1,4,1,1,38,28,66,27,19,7,19,24,1,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,2,3,4,4,4,4,2,2,3,1,1,2,2,1,1,4,1,2,1,3,2,3,1,2,2,2,2,1,2,3,1,3,3,1,2,2,4,2,4,2,4
8295,8295,8299,3/22/2022 20:22:57,739, , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
8296,8296,8300,3/22/2022 20:27:11,739,27,0,1,9,1,1,0,4,1,3,30,11,41,30,16,10,22,24,1,4,4,5,1,1,3,4,1,3,1,1,3,1,3,1,2,3,1,2,2,4,2,2,2,1,2,3,3,2,3,3,3,2,1,2,3,3,2,2,2,1,2,4,3,2,1,4,3,2,2,3,2,4,4,3,2,2,3,3
8297,8297,8301,3/22/2022 21:12:16,739, , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
8298,8298,8302,3/22/2022 21:19:50,739,62,1,1,11,1,1,0,1,0,0,39,31,70,18,8,3,8,11,1,4,4,4,4,4,5,4,4,4,3,4,4,4,3,5,5,5,2,1,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1
8299,8299,8303,3/22/2022 21:44:42,739, , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
8300,8300,8304,3/23/2022 1:18:16,740,49,1,1,11,1,1,0,1,0,0,33,19,52,36,13,3,17,17,1,4,4,3,2,2,4,3,2,3,2,2,3,3,4,4,4,3,3,3,2,1,1,1,3,1,2,2,1,1,3,1,2,3,2,2,1,1,2,1,2,3,1,3,4,3,3,2,3,3,1,2,2,2,2,2,2,2,3,2
8301,8301,8305,3/23/2022 1:46:19,740,59,1,1,2,1,3,1,7,1,1,40,34,74,36,18,5,12,17,1,4,3,4,5,5,5,4,5,3,4,5,4,5,4,5,5,4,3,2,3,3,3,3,1,1,2,2,1,1,3,1,2,2,3,2,1,1,2,1,3,3,1,1,2,2,3,2,3,3,3,2,3,2,1,3,1,1,3,3
8302,8302,8306,3/23/2022 2:07:23,740,40,1,1,11,0,0,0,1,0,0,30,18,48,36,17,6,20,23,1,3,4,4,3,2,3,3,2,2,3,2,2,3,3,3,3,3,2,3,3,2,3,3,2,2,3,3,2,2,3,2,3,3,3,3,1,2,3,2,2,2,2,3,2,3,2,2,3,2,2,2,2,2,3,3,2,3,2,3
8303,8303,8307,3/23/2022 8:01:26,740,61,1,1,11,1,1,0, , ,0,36,18,54,43,16,6,17,20,1,4,4,4,4,3,3,4,2,3,4,1,3,3,3,2,4,3,3,3,3,3,4,3,2,2,1,3,1,1,4,2,2,3,3,3,2,1,2,1,2,3,3,3,3,3,3,3,3,4,2,2,2,2,2,3,1,2,2,2
8304,8304,8308,3/23/2022 8:34:03,740,2,0,1,2, , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
8305,8305,8309,3/23/2022 11:52:07,740, , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
8306,8306,8310,3/23/2022 12:06:23,740,39,1,1,11,1,1,0,1,0,0,34,24,58,26,15,4,15,20,1,4,3,3,4,3,3,4,3,3,2,4,4,3,4,4,4,3,1,2,3,2,1,3,1,1,2,1,1,2,1,1,2,3,3,3,2,1,3,1,3,2,3,3,2,1,1,1,2,3,1,2,2,2,2,3,1,1,3,2
8307,8307,8311,3/23/2022 16:49:31,740, , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
8308,8308,8312,3/23/2022 16:56:07,740,45,1,1,12,1,1,0,1,0,0, , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
8309,8309,8313,3/23/2022 16:59:08,740,51,1,1,9,1,1,0,4,1,3,40,26,66, , , , , ,0,4,3,5,3,3,5,5,5,5,3,4,4,3,5,3,3,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
8310,8310,8314,3/23/2022 18:36:33,740,53,1,1,9,0,0,0,1,0,0,25,20,45, , , , , ,0,3,1,4,4,3,5,2,2,2,1,2,2,3,3,2,4,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
8311,8311,8315,3/23/2022 20:31:09,740, , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
8312,8312,8316,3/23/2022 21:46:24,740,65,1,1,11,1,1,0,1,0,0,38,31,69,35,18,3,13,14,1,4,4,4,4,4,5,4,4,3,3,5,3,3,5,5,5,4,3,2,4,1,3,3,2,3,4,4,1,1,2,1,1,1,2,3,1,1,3,1,3,4,1,2,2,3,1,3,2,1,1,1,2,1,2,1,2,2,1,1
8313,8313,8317,3/23/2022 22:57:51,740, , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
8314,8314,8318,3/23/2022 23:34:47,740,31,1,1,11, , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
8315,8315,8319,3/24/2022 7:36:22,741,37,1,1,9,0,0,0,1,0,0,34,25,59,23,10,3,10,16,1,3,5,3,4,4,5,3,2,2,4,2,2,4,4,3,4,5,1,1,1,1,1,4,1,1,1,1,1,1,1,1,3,1,1,2,1,1,2,1,2,2,1,1,1,3,1,2,1,2,1,1,2,2,2,1,1,2,2,3
8316,8316,8320,3/24/2022 10:07:51,741,44,1,1,11,0,0,0,7,1,2,32,11,43, , , , , ,0,4,5,4,1,1,1,2,1,1,2,1,1,3,5,2,5,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
8317,8317,8321,3/24/2022 12:22:25,741,50,1,1,1, , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
8318,8318,8322,3/24/2022 12:33:09,741,43,1,1,11,0,0,0,2,0,0,34,23,57,46,8,5,12,24,1,2,5,4,5,3,5,4,1,4,1,3,3,3,3,4,5,2,4,4,1,1,4,4,2,3,4,2,1,1,3,1,4,3,1,3,1,3,1,1,1,4,1,1,4,1,1,4,3,4,1,1,1,1,1,1,4,2,4,3
8319,8319,8323,3/24/2022 14:01:31,741,61,1,1,9,1,1,0,1,0,0,45,33,78,27,12,3,9,15,1,4,2,5,3,5,5,4,5,5,5,5,5,5,5,5,5,5,3,1,2,1,3,3,2,3,1,2,1,3,1,1,1,1,1,2,1,1,3,1,2,2,1,1,3,1,2,2,1,2,1,1,1,1,1,2,1,1,1,1
8320,8320,8324,3/24/2022 14:12:27,741,30,1,1,9,1,1,0,1,0,0,46,34,80, , , , , ,0,4,4,5,5,5,5,5,4,4,4,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
8321,8321,8325,3/24/2022 15:23:23,741,63,1,1,9,1,1,0,1,0,0,36,18,54, , , , , ,0,4,3,3,3,4,5,3,1,4,4,1,4,4,4,1,3,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
8322,8322,8326,3/24/2022 15:49:17,741,47,1,1,11,1,1,0,1,0,0,30,21,51,30,17,5,18,19,1,3,4,2,2,3,5,3,2,2,2,2,3,4,4,4,3,3,1,2,2,2,2,2,2,2,3,4,2,2,2,1,1,2,3,3,2,2,2,2,3,3,1,3,2,2,2,2,2,2,2,2,2,2,2,1,2,3,3,2
8323,8323,8327,3/24/2022 16:00:26,741,38,1,1,9,0,0,0,1,0,0,30,21,51,56,28,12,32,40,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
8324,8324,8328,3/24/2022 17:12:25,741,62,1,1,9,0,0,0,1,0,0,39,29,68, , , , , ,0,4,3,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
8325,8325,8329,3/24/2022 18:38:25,741,42,1,1,9,1, , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
8326,8326,8330,3/24/2022 19:59:43,741, , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
8327,8327,8331,3/24/2022 20:27:45,741,28,0,1,9,0,3,1,5,1,1,31,14,45,38,24,7,14,25,1,3,4,2,2,2,4,3,1,4,3,2,4,3,3,2,2,1,4,1,4,4,2,4,4,4,3,4,1,2,3,2,2,2,1,3,1,1,2,1,4,3,1,3,2,2,2,3,3,2,3,4,3,2,1,4,2,4,4,1
8328,8328,8332,3/24/2022 20:37:20,741,35,1,1,2,1,0,1,4,1,1,28,18,46,31,13,5,13,22,1,3,5,3,3,2,2,3,2,2,1,2,2,1,4,3,4,4,2,2,2,3,2,4,4,2,2,2,1,1,2,1,2,2,1,3,1,1,1,1,2,2,1,2,2,2,3,2,2,1,3,2,1,1,1,4,3,1,4,3
8329,8329,8333,3/24/2022 20:45:45,741,74,1,1,11,1,1,0,1,0,0,29,26,55,37,21,4,12,16,1,3,3,3,4,4,4,3,3,3,2,3,3,2,3,4,4,4,1,1,3,2,3,3,2,3,3,3,1,1,2,1,2,3,1,2,1,1,3,1,3,3,1,2,3,3,2,3,3,3,3,3,3,2,2,1,2,2,2,1
8330,8330,8334,3/24/2022 21:04:01,741,24,0,1,2,1,1,0,6,1,2,41,29,70, , , , , ,0,4,4,3,4,3,5,5,5,5,4,4,4,4,4,4,4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
8331,8331,8335,3/24/2022 21:41:09,741,29,1,1,9,1,3,1,4,1,1,32,26,58,20,12,3,9,20,1,3,4,3,4,3,5,3,4,3,3,4,3,3,3,3,4,3,2,2,3,1,2,3,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,3,2,4,4,1
8332,8332,8336,3/25/2022 0:16:42,742,20,0,1,11,1,3,1,7,1,1,27,29,56, , , , , ,0,3,4,2,5,5,5,2,1,2,1,5,3,3,3,5,4,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
8333,8333,8337,3/25/2022 2:38:19,742, , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
8334,8334,8338,3/25/2022 4:24:28,742,34,1,1,2,1,3,1, ,1,1,32,26,58,31,8,3,19,14,1,4,4,4,4,4,4,3,2,2,2,5,2,3,4,4,4,3,3,1,1,1,2,4,2,1,2,1,2,1,2,1,3,1,4,2,1,1,1,4,2,2,1,1,4,1,3,2,2,1,1,1,1,3,2,1,2,1,2,1
8335,8335,8339,3/25/2022 5:57:52,742, , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
8336,8336,8340,3/25/2022 6:38:28,742,65,1,1,11,0,0,0,7,1,2,33,25,58,28,10,4,12,13,1,3,3,4,4,4,3,4,4,4,3,4,4,3,3,3,2,3,1,1,2,1,2,2,2,2,2,2,1,1,1,2,2,2,2,2,1,1,1,1,2,2,1,2,3,3,2,3,2,1,1,1,1,2,1,2,1,1,1,1
8337,8337,8341,3/25/2022 10:15:12,742, , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
8338,8338,8342,3/25/2022 11:04:22,742,37,1,1,11,1,1,0,1,0,0,26,18,44,26,15,9,15,18,1,3,3,4,4,4,4,3,2,1,2,1,1,1,3,1,5,2,2,2,2,3,2,2,2,2,2,3,2,2,2,3,3,1,2,1,3,3,1,1,3,3,1,2,4,1,1,1,2,2,2,2,2,2,2,1,1,1,2,2
8339,8339,8343,3/25/2022 13:27:02,742,71,1,1,9,1,1,0,1,0,0,45,31,76, , , , , ,0,5,3,5,4,5,5,5,5,5,5,4,5,4,5,4,3,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
8340,8340,8344,3/25/2022 19:15:28,742,29,1,1,9,1,1,0,1,0,0,47,33,80,44,20,5,12,12,1,4,5,4,4,5,5,4,5,5,5,5,5,5,5,5,5,4,3,1,4,3,3,3,2,2,4,4,1,1,4,1,1,2,1,3,1,1,4,1,3,3,1,1,3,3,3,3,3,4,1,1,3,4,1,1,1,1,1,2
8341,8341,8345,3/25/2022 19:54:34,742,18,1,1,3,1,1,0,1,0,0,46,35,81,32,14,3,16,19,1,4,4,4,5,5,5,5,5,5,5,5,5,4,5,5,5,5,2,1,3,1,2,4,4,3,1,2,1,1,3,1,3,1,2,2,1,1,2,1,2,1,2,1,3,2,2,2,3,4,1,1,3,2,4,2,3,1,2,1
8342,8342,8346,3/25/2022 21:39:13,742,46,1,1,11,1,1,0,1,0,0,44,30,74,34,15,3,22,20,1,4,5,5,4,4,5,5,4,4,3,4,4,5,4,5,5,4,2,3,3,1,3,3,3,3,3,3,3,2,3,1,2,2,2,2,1,1,2,1,2,2,2,3,3,2,2,3,2,2,1,2,2,3,4,2,2,1,3,2
8343,8343,8347,3/25/2022 22:23:54,742,53,1,1,11,0,0,0,1,0,0,50,35,85, , , , , ,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
8344,8344,8348,3/25/2022 22:43:16,742,44,1,1,9,0,0,0,1,0,0,23,15,38,15,10,4,12,19,1,4,2,3,2,2,3,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,1,2,1,3,1,1,3,1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,3,2,1,2,2,1
8345,8345,8349,3/25/2022 22:45:13,742,56,1,1,11,1,1,0,1,0,0,25,22,47,14,7,3,17,15,1,3,2,3,2,2,5,5,2,2,1,2,2,2,3,5,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,3,4,1,1,1
8346,8346,8350,3/26/2022 0:12:30,743,38,0,1,9,0,0,0,1,0,0,41,29,70,21,14,3,17,22,1,4,2,3,4,3,5,4,5,5,5,5,5,5,4,4,4,3,2,1,2,1,1,4,4,4,2,4,1,2,1,1,1,1,2,1,1,1,3,1,2,1,1,1,1,1,2,1,2,1,1,1,1,3,4,4,4,3,1,1
8347,8347,8351,3/26/2022 1:54:40,743,34,0,1,9,1,3,1, ,1,1,50,35,85, , , , , ,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
